Dimension,0.3500,0.532,0.686,1.189,1.681,1.880,2.171,2.659,3.760
Node Density (#node/KM2),408.16,176.66,106.25,35.37,17.69,14.15,10.61,7.07,3.54
RandomWalk,0.7308,0.7198,0.6813,0.5604,0.3269,0.1730,0.1374,0.0714,0.0165
RandomWayPoint,0.7308,0.7198,0.6813,0.5604,0.3269,0.1730,0.1374,0.0714,0.0165
ClusterMovement,0.7445,0.7445,0.7445,0.7445,0.7445,0.7445,0.7445,0.7445,0.7445
RandomDirection,0.7280,0.6731,0.6126,0.4258,0.1786,0.1621,0.1044,0.0385,0.0137
