0.1,0.6374,
0.2,0.7088,
0.3,0.7527,
0.4,0.8049,
0.5,0.8324,
0.6,0.8709,
0.7,0.8736,
0.8,0.8846,
0.9,0.8901,
1.0,0.8929,
