3.539,0.0055,0.1593,0.74180000
17.693,0.0192,0.6923,0.89290000
35.386,0.1291,0.7610,0.91480000
70.771,0.2610,0.8324,0.90930000
106.157,0.4093,0.8324,0.92030000
141.543,0.6923,0.8681,0.92580000
176.929,0.6923,0.8571,0.93130000
212.314,0.8489,0.8709,0.93130000
247.7,0.8269,0.8791,0.92860000
283.086,0.8214,0.8736,0.93130000
318.471,0.8709,0.8846,0.93410000
353.857,0.8819,0.8874,0.93410000
