0,0,0,0
3.539,0.0055,0.0077,0.1077
17.693,0.0192,0.0592,0.8592
35.386,0.1291,0.3834,0.9834
70.771,0.261,0.8120,1.3120
106.157,0.4093,1.4059,	1.8059
141.543,0.6923,2.6342,2.9342
176.929,0.6923,2.6466,2.9466
212.314,0.8489,2.7795,2.9345
247.7,0.8269,2.8060,2.9060
283.086,0.8214,2.9558,3.16108
318.471,0.8709,3.1431,3.2981
353.857,0.8819,3.2170,3.39720
