0	0	0	0
3.539	0.0055	0.1721	0.6721
17.693	0.0192	1.3316	1.8116
35.386	0.1291	1.7521	2.1521
70.771	0.261	2.0075	2.3375
106.157	0.4093	2.0706	2.3706
141.543	0.6923	2.1181	2.3981
176.929	0.6923	2.2022	2.4222
212.314	0.8489	2.2901	2.4901
247.7	0.8269	2.2302	2.4202
283.086	0.8214	2.2525	2.4025
318.471	0.8709	2.3433	2.4633
353.857	0.8819	2.3511	2.4511
