0,0,0
3.539,540.7205,556.865
17.693,507.0595,590.5882
35.386,608.0657,633.874
70.771,632.6852,730.335
106.157,803.8555,875.6179
141.543,940.7791,1002.1096
176.929,1047.1753,1178.5189
212.314,1473.5935,1504.5861
247.7,1867.341,1894.1964
283.086,3247.7714,3499.8852
318.471,4549.2161,5111.7165
353.857,3831.9667,5005.85
